02232, 3000
51005, 2000
01093,30663,30776,-0.4,30776,5.4,21.5,18.5,50.3,94.0,4.3,0.4,0.2,0.1,1.0,2.2,92.1,87.8,1.5,2.8,71.0,8.8,2534,23.7,14712,75.8,10.9,74700,12744,2.34,19030,32769,17.8,523,6587,-37.0,1988,2224,0.0,0.0,0.0,0.0,0.0,0.0,794483,162519,209924,7116,19081,8,742.29,41.5
01095,94166,93019,1.2,93019,7.0,25.0,15.0,50.7,94.1,2.3,1.2,0.6,0.2,1.5,12.5,83.1,84.2,7.4,10.2,73.7,14.5,7612,24.4,40569,72.5,9.3,101300,34433,2.62,19875,37661,19.9,1870,31731,-2.8,6789,8700,0.0,0.0,0.9,0.0,1.0,24.9,3029491,1138701,1357696,15434,103539,46,565.84,164.4
01097,412577,412990,-0.1,412992,6.8,24.9,13.2,52.0,60.8,34.9,0.9,1.9,0.1,1.4,2.5,58.8,85.7,3.2,4.8,82.3,19.8,35780,24.1,180045,68.4,17.7,120700,153302,2.61,21548,40996,19.2,8826,148500,-5.1,32114,34836,18.8,0.0,2.4,0.0,1.2,29.5,12407151,3268730,5225494,12895,562436,1541,1229.44,335.9
01099,22760,23070,-1.3,23068,5.9,24.9,16.0,52.0,55.3,41.7,1.1,0.4,0.0,1.5,1.1,54.6,91.3,1.3,2.3,75.4,11.2,1409,23.4,11276,73.8,6.0,80400,9191,2.51,17652,30235,25.4,402,5169,-38.2,1444,2257,23.6,0.0,0.0,0.0,0.0,24.5,1251911,92815,212618,9342,14796,0,1025.68,22.5
01101,232032,229363,1.2,229363,6.8,24.8,12.0,52.5,41.1,55.0,0.4,2.1,0.1,1.3,3.6,38.3,79.6,3.9,5.4,84.7,30.5,20711,19.7,101461,63.2,22.4,121000,88772,2.46,24622,43725,18.9,5634,100943,-12.5,18587,21463,35.6,0.7,2.4,0.0,1.3,30.9,7956627,3275567,3238175,14351,402861,721,784.25,292.5
01103,119953,119490,0.4,119490,6.3,23.8,14.3,50.8,84.0,12.4,1.1,0.6,0.1,1.8,7.8,77.1,86.1,5.1,6.7,80.8,19.1,10210,22.9,51291,73.1,13.7,115300,46375,2.50,23090,44349,15.0,2694,41570,-10.9,7491,10034,5.9,1.8,1.0,0.0,0.0,21.3,0,1213925,1637628,14222,154700,103,579.34,206.3
01105,10373,10586,-2.0,10591,6.5,24.2,16.2,53.0,30.9,68.0,0.2,0.3,0.0,0.5,1.3,30.0,87.3,0.1,0.9,71.5,13.3,591,29.1,4636,67.8,11.4,61000,3828,2.55,13433,25950,28.8,129,1568,-26.6,639,854,55.7,0.0,0.0,0.0,0.0,41.3,0,10360,34121,3181,2632,0,719.66,14.7
01107,19349,19746,-2.0,19746,6.0,23.0,17.2,52.4,56.9,41.5,0.2,0.2,0.4,0.9,1.7,55.9,93.2,0.5,1.5,78.7,11.5,1771,29.9,9438,74.1,10.1,81100,8008,2.46,16278,28280,26.9,289,2804,-13.7,967,1268,0.0,0.0,0.0,0.0,0.0,10.0,107619,36581,113222,5805,6302,4,881.41,22.4
01109,32915,32899,0.0,32899,5.8,20.0,13.1,52.3,59.1,36.9,0.6,1.8,0.1,1.5,2.4,57.3,77.9,3.9,5.7,79.4,23.7,2341,19.5,15339,56.3,18.7,93900,13013,2.38,19013,29181,28.6,652,10383,4.5,1711,2527,0.0,0.0,0.0,0.0,0.0,0.0,0,0,367926,12189,45692,77,672.09,48.9
01111,22787,22913,-0.5,22913,5.8,23.5,17.2,51.4,77.9,20.3,0.4,0.3,0.0,1.1,2.9,75.2,85.6,1.5,2.9,71.6,12.2,1778,26.9,12160,75.9,4.8,88100,8529,2.59,19844,34593,21.5,342,3507,-31.3,1383,1550,7.1,0.0,0.0,0.0,0.0,0.0,401677,26751,161410,7209,9241,0,580.55,39.5
01113,54572,52947,3.1,52947,7.0,24.8,12.6,51.9,55.0,41.9,0.5,0.6,0.2,1.8,4.1,51.9,78.9,1.5,3.7,76.9,11.9,5360,22.3,24980,62.3,17.8,93300,20174,2.53,17415,32481,23.3,838,10619,-4.9,3776,3823,33.9,0.0,0.0,0.0,1.0,32.4,0,0,428236,8526,56392,588,641.14,82.6
01115,84398,83598,1.0,83593,6.5,23.6,13.6,50.0,88.6,9.1,0.4,0.7,0.1,1.2,2.2,86.7,85.7,1.9,2.8,79.3,14.5,7217,30.1,36188,82.2,5.5,126500,29574,2.64,22192,48837,10.6,1211,12868,2.9,5165,6061,2.4,1.0,1.4,0.0,0.0,28.1,985409,317458,581324,7404,70254,169,631.90,132.3
01117,197936,195080,1.5,195085,6.5,25.3,11.1,51.1,85.0,11.4,0.4,2.0,0.1,1.2,6.0,79.5,85.0,5.6,7.5,91.5,39.6,14211,29.0,81696,80.6,11.4,193900,71759,2.59,33978,68380,7.4,4817,74152,29.9,14931,18393,5.7,0.6,0.0,0.0,2.0,30.5,1723017,4385596,2520488,13737,301893,434,784.93,248.5
01119,13478,13763,-2.1,13763,5.3,21.3,15.3,54.7,25.5,73.6,0.1,0.3,0.0,0.4,0.9,25.1,88.2,0.1,0.5,75.4,12.8,706,23.8,6759,68.3,14.5,66300,4952,2.77,14460,25338,34.8,215,2709,-5.9,820,730,57.5,0.0,0.0,0.0,0.0,0.0,0,76499,59636,4494,8199,2,903.89,15.2
01121,81664,82291,-0.8,82291,5.9,23.1,14.4,51.4,65.9,32.0,0.4,0.4,0.0,1.3,2.1,64.2,84.5,1.9,2.5,75.7,11.9,7080,24.6,37131,73.0,9.6,87000,31151,2.52,18713,36948,18.4,1287,21329,1.5,3978,4872,0.0,0.0,1.5,0.0,0.0,26.6,9054200,0,730728,9113,67078,108,736.78,111.7
01123,41623,41618,0.0,41616,5.9,22.0,17.9,51.6,71.2,26.9,0.4,0.5,0.0,1.1,2.7,69.1,84.3,1.5,2.7,76.1,15.7,3829,23.7,22217,73.3,8.9,91300,16282,2.51,22542,36904,17.5,760,10674,-57.9,2398,3528,13.0,0.0,0.0,0.0,0.0,35.0,0,0,362304,8881,28222,13,716.52,58.1
